step,seen_tokens,time_delta_s,run_name,local_window,global_window,mem_freq,lr_mult,train_loss,val_loss
5,499995,132.72740030288696,char_lm/baseline_unet_embed,1024,100000,100000,0.006,4.8187821706136065,
10,999990,10.525172710418701,char_lm/baseline_unet_embed,1024,100000,100000,0.011,4.465227699279785,
15,1499985,8.490856885910034,char_lm/baseline_unet_embed,1024,100000,100000,0.016,3.8389132022857666,
20,1999980,8.494581460952759,char_lm/baseline_unet_embed,1024,100000,100000,0.021,3.3584557056427,
25,2499975,7.7608253955841064,char_lm/baseline_unet_embed,1024,100000,100000,0.026,3.2197547435760496,
30,2999970,9.130069017410278,char_lm/baseline_unet_embed,1024,100000,100000,0.031,3.3485334873199464,
35,3499965,7.763800144195557,char_lm/baseline_unet_embed,1024,100000,100000,0.036,3.119931173324585,
40,3999960,7.087414979934692,char_lm/baseline_unet_embed,1024,100000,100000,0.041,3.0030240535736086,
45,4499955,8.488612174987793,char_lm/baseline_unet_embed,1024,100000,100000,0.046,2.8667461395263674,
50,4999950,23.49340534210205,char_lm/baseline_unet_embed,1024,100000,100000,0.051,,2.750022554397583
50,4999950,31.467294454574585,char_lm/baseline_unet_embed,1024,100000,100000,0.051,2.758890390396118,
55,5499945,7.7786993980407715,char_lm/baseline_unet_embed,1024,100000,100000,0.056,2.766757535934448,
60,5999940,7.821012735366821,char_lm/baseline_unet_embed,1024,100000,100000,0.061,2.6804580211639406,
65,6499935,7.113938093185425,char_lm/baseline_unet_embed,1024,100000,100000,0.066,2.642081880569458,
70,6999930,7.313392162322998,char_lm/baseline_unet_embed,1024,100000,100000,0.071,2.643954563140869,
75,7499925,7.166111946105957,char_lm/baseline_unet_embed,1024,100000,100000,0.076,2.6639938831329344,
80,7999920,8.5494225025177,char_lm/baseline_unet_embed,1024,100000,100000,0.081,2.6254765033721923,
85,8499915,7.081090688705444,char_lm/baseline_unet_embed,1024,100000,100000,0.086,2.5783894062042236,
90,8999910,7.130244731903076,char_lm/baseline_unet_embed,1024,100000,100000,0.091,2.5846802234649657,
95,9499905,7.0897722244262695,char_lm/baseline_unet_embed,1024,100000,100000,0.096,2.5530717372894287,
100,9999900,3.2172040939331055,char_lm/baseline_unet_embed,1024,100000,100000,0.101,,2.552710843086243
100,9999900,11.176737070083618,char_lm/baseline_unet_embed,1024,100000,100000,0.101,2.5268621921539305,
