step,seen_tokens,time_delta_s,run_name,local_window,global_window,mem_freq,lr_mult,train_loss,val_loss,train_perplexity,val_perplexity
255,12749745,1.0572295188903809,smollm/baseline,8192,8192,128,0.256,2.685727119445801,,14.668863296508789,
256,12799744,0.969977617263794,smollm/baseline,8192,8192,128,0.257,2.950603723526001,,19.11749267578125,
257,12849743,0.9307637214660645,smollm/baseline,8192,8192,128,0.258,3.0328993797302246,,20.757328033447266,
258,12899742,0.9578638076782227,smollm/baseline,8192,8192,128,0.259,2.9473934173583984,,19.056217193603516,
259,12949741,0.9689657688140869,smollm/baseline,8192,8192,128,0.26,2.9694607257843018,,19.48141098022461,
260,12999740,0.9492731094360352,smollm/baseline,8192,8192,128,0.261,2.882169723510742,,17.85296630859375,
261,13049739,0.9679715633392334,smollm/baseline,8192,8192,128,0.262,2.983238697052002,,19.75168228149414,
262,13099738,0.9764442443847656,smollm/baseline,8192,8192,128,0.263,2.9026706218719482,,18.222745895385742,
263,13149737,1.0112133026123047,smollm/baseline,8192,8192,128,0.264,2.9397644996643066,,18.911392211914062,
264,13199736,1.2589969635009766,smollm/baseline,8192,8192,128,0.265,3.391031503677368,,29.696569442749023,
265,13249735,1.757997751235962,smollm/baseline,8192,8192,128,0.266,3.565871238708496,,35.37025451660156,
266,13299734,1.3102364540100098,smollm/baseline,8192,8192,128,0.267,3.6066324710845947,,36.84177780151367,
267,13349733,1.311164140701294,smollm/baseline,8192,8192,128,0.268,3.6361501216888428,,37.94546890258789,
268,13399732,1.1520397663116455,smollm/baseline,8192,8192,128,0.269,3.195683717727661,,24.426868438720703,
269,13449731,0.996809720993042,smollm/baseline,8192,8192,128,0.27,2.8203861713409424,,16.7833309173584,
270,13499730,0.9338486194610596,smollm/baseline,8192,8192,128,0.271,2.779698610305786,,16.114164352416992,
271,13549729,0.9632275104522705,smollm/baseline,8192,8192,128,0.272,2.8008251190185547,,16.458221435546875,
272,13599728,1.065211296081543,smollm/baseline,8192,8192,128,0.273,2.9033446311950684,,18.23503303527832,
273,13649727,0.9957523345947266,smollm/baseline,8192,8192,128,0.274,2.887310266494751,,17.944976806640625,
274,13699726,1.0088145732879639,smollm/baseline,8192,8192,128,0.275,2.9480321407318115,,19.06839370727539,
275,13749725,1.0982005596160889,smollm/baseline,8192,8192,128,0.276,2.8915891647338867,,18.021926879882812,
276,13799724,0.9887073040008545,smollm/baseline,8192,8192,128,0.277,2.83066463470459,,16.956727981567383,
277,13849723,0.9796674251556396,smollm/baseline,8192,8192,128,0.278,3.013042688369751,,20.34922218322754,
278,13899722,0.9578168392181396,smollm/baseline,8192,8192,128,0.279,2.961317300796509,,19.323410034179688,
279,13949721,1.0450048446655273,smollm/baseline,8192,8192,128,0.28,2.758152961730957,,15.770687103271484,
280,13999720,1.055387020111084,smollm/baseline,8192,8192,128,0.281,2.788752317428589,,16.260719299316406,
281,14049719,1.0747406482696533,smollm/baseline,8192,8192,128,0.282,2.855210304260254,,17.37809181213379,
282,14099718,0.9988791942596436,smollm/baseline,8192,8192,128,0.283,2.719862937927246,,15.178241729736328,
283,14149717,1.0035247802734375,smollm/baseline,8192,8192,128,0.284,2.8816847801208496,,17.844310760498047,
284,14199716,0.9548659324645996,smollm/baseline,8192,8192,128,0.285,2.923597574234009,,18.608110427856445,
285,14249715,0.996192455291748,smollm/baseline,8192,8192,128,0.286,2.866974115371704,,17.583730697631836,
286,14299714,0.9785807132720947,smollm/baseline,8192,8192,128,0.287,2.929392099380493,,18.716249465942383,
287,14349713,0.9602189064025879,smollm/baseline,8192,8192,128,0.288,2.934255599975586,,18.807497024536133,
288,14399712,1.0216515064239502,smollm/baseline,8192,8192,128,0.289,2.974287271499634,,19.575666427612305,
289,14449711,0.9771881103515625,smollm/baseline,8192,8192,128,0.29,2.9360063076019287,,18.840452194213867,
290,14499710,0.9651026725769043,smollm/baseline,8192,8192,128,0.291,2.7627153396606445,,15.842803001403809,
291,14549709,1.0773959159851074,smollm/baseline,8192,8192,128,0.292,2.5292065143585205,,12.543548583984375,
292,14599708,1.0811400413513184,smollm/baseline,8192,8192,128,0.293,2.545034408569336,,12.743666648864746,
293,14649707,1.1178104877471924,smollm/baseline,8192,8192,128,0.294,2.6054165363311768,,13.53686237335205,
294,14699706,1.0592985153198242,smollm/baseline,8192,8192,128,0.295,2.730970621109009,,15.347776412963867,
295,14749705,0.9869523048400879,smollm/baseline,8192,8192,128,0.296,2.7831709384918213,,16.17021369934082,
296,14799704,0.9273314476013184,smollm/baseline,8192,8192,128,0.297,2.606411933898926,,13.55034351348877,
297,14849703,1.0081346035003662,smollm/baseline,8192,8192,128,0.298,2.8667562007904053,,17.57990074157715,
298,14899702,1.162165880203247,smollm/baseline,8192,8192,128,0.299,3.150747776031494,,23.3535213470459,
299,14949701,0.9280691146850586,smollm/baseline,8192,8192,128,0.3,2.9237825870513916,,18.611555099487305,
300,14999700,5.39983606338501,smollm/baseline,8192,8192,128,0.301,,2.8796875,,17.80870819091797
300,14999700,6.457376718521118,smollm/baseline,8192,8192,128,0.301,2.8304502964019775,,16.953092575073242,
301,15049699,1.0074632167816162,smollm/baseline,8192,8192,128,0.302,2.84891676902771,,17.269065856933594,
302,15099698,0.969304084777832,smollm/baseline,8192,8192,128,0.303,2.829282522201538,,16.933307647705078,
303,15149697,0.9508845806121826,smollm/baseline,8192,8192,128,0.304,2.845431327819824,,17.208980560302734,
304,15199696,0.9440603256225586,smollm/baseline,8192,8192,128,0.305,2.929128885269165,,18.711322784423828,
305,15249695,1.0206432342529297,smollm/baseline,8192,8192,128,0.306,2.887112855911255,,17.941434860229492,
306,15299694,1.1800899505615234,smollm/baseline,8192,8192,128,0.307,2.953598737716675,,19.174835205078125,
307,15349693,1.0997672080993652,smollm/baseline,8192,8192,128,0.308,2.9659223556518555,,19.412599563598633,
308,15399692,0.9470036029815674,smollm/baseline,8192,8192,128,0.309,2.9850497245788574,,19.787487030029297,
309,15449691,1.0598258972167969,smollm/baseline,8192,8192,128,0.31,2.6707615852355957,,14.450970649719238,
310,15499690,1.1055035591125488,smollm/baseline,8192,8192,128,0.311,2.5161960124969482,,12.38140869140625,
311,15549689,1.0160126686096191,smollm/baseline,8192,8192,128,0.312,2.8116321563720703,,16.63705062866211,
312,15599688,0.9660794734954834,smollm/baseline,8192,8192,128,0.313,2.834926128387451,,17.029142379760742,
313,15649687,1.0000693798065186,smollm/baseline,8192,8192,128,0.314,2.8387749195098877,,17.094810485839844,
314,15699686,1.1794464588165283,smollm/baseline,8192,8192,128,0.315,2.8513989448547363,,17.311983108520508,
315,15749685,0.9848785400390625,smollm/baseline,8192,8192,128,0.316,2.8365864753723145,,17.05743980407715,
316,15799684,0.9565591812133789,smollm/baseline,8192,8192,128,0.317,2.946544647216797,,19.040050506591797,
317,15849683,0.9586846828460693,smollm/baseline,8192,8192,128,0.318,2.9272258281707764,,18.675748825073242,
318,15899682,0.9941368103027344,smollm/baseline,8192,8192,128,0.319,2.9049746990203857,,18.264781951904297,
319,15949681,1.027204990386963,smollm/baseline,8192,8192,128,0.32,2.90366530418396,,18.240880966186523,
320,15999680,1.0026066303253174,smollm/baseline,8192,8192,128,0.321,2.9123330116271973,,18.399675369262695,
321,16049679,1.1341171264648438,smollm/baseline,8192,8192,128,0.322,2.872739553451538,,17.685401916503906,
322,16099678,1.1421289443969727,smollm/baseline,8192,8192,128,0.323,2.872335195541382,,17.678251266479492,
323,16149677,1.0465974807739258,smollm/baseline,8192,8192,128,0.324,2.8590281009674072,,17.444564819335938,
324,16199676,0.9829225540161133,smollm/baseline,8192,8192,128,0.325,2.8246586322784424,,16.85519027709961,
325,16249675,0.983985424041748,smollm/baseline,8192,8192,128,0.326,2.8540592193603516,,17.35809898376465,
326,16299674,0.9789378643035889,smollm/baseline,8192,8192,128,0.327,2.806699275970459,,16.55518341064453,
327,16349673,0.9709103107452393,smollm/baseline,8192,8192,128,0.328,2.7921664714813232,,16.316329956054688,
328,16399672,0.9637844562530518,smollm/baseline,8192,8192,128,0.329,2.965263605117798,,19.399816513061523,
329,16449671,0.9858314990997314,smollm/baseline,8192,8192,128,0.33,2.9692420959472656,,19.47715187072754,
330,16499670,0.9439394474029541,smollm/baseline,8192,8192,128,0.331,2.933020830154419,,18.78428840637207,
331,16549669,0.9651217460632324,smollm/baseline,8192,8192,128,0.332,2.9473376274108887,,19.05515480041504,
332,16599668,0.9672532081604004,smollm/baseline,8192,8192,128,0.333,2.7763452529907227,,16.060216903686523,
333,16649667,0.9451768398284912,smollm/baseline,8192,8192,128,0.334,2.6601309776306152,,14.298161506652832,
334,16699666,1.024637222290039,smollm/baseline,8192,8192,128,0.335,2.823390007019043,,16.833820343017578,
335,16749665,0.9723725318908691,smollm/baseline,8192,8192,128,0.336,3.0008840560913086,,20.103302001953125,
336,16799664,1.0095205307006836,smollm/baseline,8192,8192,128,0.337,2.771294593811035,,15.979307174682617,
337,16849663,1.0104382038116455,smollm/baseline,8192,8192,128,0.338,2.745023250579834,,15.56497573852539,
338,16899662,1.0348260402679443,smollm/baseline,8192,8192,128,0.339,2.9051971435546875,,18.268844604492188,
339,16949661,0.9573879241943359,smollm/baseline,8192,8192,128,0.34,2.817072629928589,,16.72780990600586,
340,16999660,1.0437712669372559,smollm/baseline,8192,8192,128,0.341,2.8398208618164062,,17.112699508666992,
341,17049659,1.0543172359466553,smollm/baseline,8192,8192,128,0.342,2.856933355331421,,17.40806007385254,
342,17099658,0.9564611911773682,smollm/baseline,8192,8192,128,0.343,2.83024263381958,,16.949573516845703,
343,17149657,1.0104105472564697,smollm/baseline,8192,8192,128,0.344,2.774956464767456,,16.03792953491211,
344,17199656,0.9737796783447266,smollm/baseline,8192,8192,128,0.345,2.750563144683838,,15.651443481445312,
345,17249655,0.9740757942199707,smollm/baseline,8192,8192,128,0.346,2.792987823486328,,16.329736709594727,
346,17299654,0.966660737991333,smollm/baseline,8192,8192,128,0.347,2.8338725566864014,,17.01120948791504,
347,17349653,0.9598395824432373,smollm/baseline,8192,8192,128,0.348,2.931015729904175,,18.746662139892578,
348,17399652,0.9772396087646484,smollm/baseline,8192,8192,128,0.349,2.9560930728912354,,19.22272300720215,
349,17449651,0.9867315292358398,smollm/baseline,8192,8192,128,0.35,2.9355483055114746,,18.831825256347656,
350,17499650,5.397535562515259,smollm/baseline,8192,8192,128,0.351,,2.8796875,,17.80870819091797
350,17499650,6.511634826660156,smollm/baseline,8192,8192,128,0.351,2.8992152214050293,,18.159887313842773,
351,17549649,0.9477448463439941,smollm/baseline,8192,8192,128,0.352,2.894975423812866,,18.083057403564453,
352,17599648,1.0261476039886475,smollm/baseline,8192,8192,128,0.353,2.97857928276062,,19.659866333007812,
353,17649647,1.053532361984253,smollm/baseline,8192,8192,128,0.354,2.880270004272461,,17.81908416748047,
354,17699646,1.1270387172698975,smollm/baseline,8192,8192,128,0.355,2.7208759784698486,,15.193625450134277,
355,17749645,1.09153413772583,smollm/baseline,8192,8192,128,0.356,2.8045780658721924,,16.520103454589844,
356,17799644,1.1400041580200195,smollm/baseline,8192,8192,128,0.357,3.0863163471221924,,21.896270751953125,
357,17849643,1.0410223007202148,smollm/baseline,8192,8192,128,0.358,3.001199722290039,,20.109647750854492,
358,17899642,1.051572322845459,smollm/baseline,8192,8192,128,0.359,2.7277495861053467,,15.298420906066895,
359,17949641,0.9711177349090576,smollm/baseline,8192,8192,128,0.36,2.818923234939575,,16.7587947845459,
360,17999640,0.9696049690246582,smollm/baseline,8192,8192,128,0.361,2.8879621028900146,,17.95667839050293,
361,18049639,0.9679388999938965,smollm/baseline,8192,8192,128,0.362,2.852522611618042,,17.33144760131836,
362,18099638,1.1111805438995361,smollm/baseline,8192,8192,128,0.363,3.110227108001709,,22.426136016845703,
363,18149637,1.1561601161956787,smollm/baseline,8192,8192,128,0.364,3.1407358646392822,,23.120874404907227,
364,18199636,0.9920282363891602,smollm/baseline,8192,8192,128,0.365,2.8998258113861084,,18.17098045349121,
365,18249635,0.957085132598877,smollm/baseline,8192,8192,128,0.366,2.9160189628601074,,18.467620849609375,
366,18299634,1.0023887157440186,smollm/baseline,8192,8192,128,0.367,2.8480522632598877,,17.25414276123047,
367,18349633,1.041384220123291,smollm/baseline,8192,8192,128,0.368,2.762204647064209,,15.834714889526367,
368,18399632,0.9764494895935059,smollm/baseline,8192,8192,128,0.369,2.842395544052124,,17.156816482543945,
369,18449631,0.9604496955871582,smollm/baseline,8192,8192,128,0.37,2.9459564685821533,,19.028854370117188,
370,18499630,0.9952049255371094,smollm/baseline,8192,8192,128,0.371,2.9373953342437744,,18.866640090942383,
371,18549629,1.133716106414795,smollm/baseline,8192,8192,128,0.372,3.2205300331115723,,25.04138946533203,
372,18599628,1.067152738571167,smollm/baseline,8192,8192,128,0.373,3.20281720161438,,24.60173988342285,
373,18649627,0.9943370819091797,smollm/baseline,8192,8192,128,0.374,2.786660671234131,,16.226743698120117,
374,18699626,0.9494376182556152,smollm/baseline,8192,8192,128,0.375,2.7679550647735596,,15.926033020019531,
375,18749625,0.9677238464355469,smollm/baseline,8192,8192,128,0.376,2.765547275543213,,15.88773250579834,
376,18799624,0.9858293533325195,smollm/baseline,8192,8192,128,0.377,2.9345028400421143,,18.812149047851562,
377,18849623,0.9629714488983154,smollm/baseline,8192,8192,128,0.378,3.0146877765655518,,20.382726669311523,
378,18899622,0.9871203899383545,smollm/baseline,8192,8192,128,0.379,2.996912956237793,,20.02362823486328,
379,18949621,1.0536699295043945,smollm/baseline,8192,8192,128,0.38,2.9078919887542725,,18.318143844604492,
380,18999620,0.9687800407409668,smollm/baseline,8192,8192,128,0.381,2.914750099182129,,18.444202423095703,
381,19049619,0.9407336711883545,smollm/baseline,8192,8192,128,0.382,3.117750406265259,,22.595491409301758,
382,19099618,0.9431109428405762,smollm/baseline,8192,8192,128,0.383,2.969432830810547,,19.480867385864258,
383,19149617,0.973280668258667,smollm/baseline,8192,8192,128,0.384,2.8924977779388428,,18.03830909729004,
384,19199616,0.9767303466796875,smollm/baseline,8192,8192,128,0.385,2.9118292331695557,,18.39040756225586,
385,19249615,0.9557003974914551,smollm/baseline,8192,8192,128,0.386,3.0756773948669434,,21.664552688598633,
386,19299614,0.985332727432251,smollm/baseline,8192,8192,128,0.387,2.9786319732666016,,19.66090202331543,
387,19349613,0.973759651184082,smollm/baseline,8192,8192,128,0.388,2.7456655502319336,,15.574975967407227,
388,19399612,0.9443531036376953,smollm/baseline,8192,8192,128,0.389,2.776740550994873,,16.066566467285156,
389,19449611,0.9648048877716064,smollm/baseline,8192,8192,128,0.39,2.7930030822753906,,16.329986572265625,
390,19499610,0.963655948638916,smollm/baseline,8192,8192,128,0.391,2.7996537685394287,,16.438953399658203,
391,19549609,1.0357623100280762,smollm/baseline,8192,8192,128,0.392,3.0011963844299316,,20.109580993652344,
392,19599608,0.9656062126159668,smollm/baseline,8192,8192,128,0.393,3.019031524658203,,20.47145652770996,
393,19649607,0.9572253227233887,smollm/baseline,8192,8192,128,0.394,2.8306474685668945,,16.956436157226562,
394,19699606,0.9942810535430908,smollm/baseline,8192,8192,128,0.395,2.74540376663208,,15.570899963378906,
395,19749605,0.9614467620849609,smollm/baseline,8192,8192,128,0.396,2.7951643466949463,,16.365318298339844,
396,19799604,0.9568557739257812,smollm/baseline,8192,8192,128,0.397,2.9087774753570557,,18.33437156677246,
397,19849603,0.9532508850097656,smollm/baseline,8192,8192,128,0.398,2.901669979095459,,18.20452117919922,
398,19899602,1.0319228172302246,smollm/baseline,8192,8192,128,0.399,2.8334381580352783,,17.003822326660156,
399,19949601,1.048124074935913,smollm/baseline,8192,8192,128,0.4,2.7922255992889404,,16.31729507446289,
400,19999600,5.399124622344971,smollm/baseline,8192,8192,128,0.401,,2.878125,,17.780900955200195
400,19999600,6.458826780319214,smollm/baseline,8192,8192,128,0.401,2.972097158432007,,19.532840728759766,
401,20049599,1.0004725456237793,smollm/baseline,8192,8192,128,0.402,3.041428327560425,,20.935123443603516,
402,20099598,1.03151273727417,smollm/baseline,8192,8192,128,0.403,2.9538376331329346,,19.17941665649414,
403,20149597,0.9863579273223877,smollm/baseline,8192,8192,128,0.404,2.8814480304718018,,17.840087890625,
404,20199596,1.0826566219329834,smollm/baseline,8192,8192,128,0.405,2.773599147796631,,16.01617431640625,
405,20249595,1.0771448612213135,smollm/baseline,8192,8192,128,0.406,2.716550350189209,,15.128046035766602,
406,20299594,0.9914722442626953,smollm/baseline,8192,8192,128,0.407,2.658590316772461,,14.27614974975586,
407,20349593,0.9529571533203125,smollm/baseline,8192,8192,128,0.408,2.6842596530914307,,14.647353172302246,
408,20399592,0.9887101650238037,smollm/baseline,8192,8192,128,0.409,2.8782122135162354,,17.782453536987305,
409,20449591,1.0048232078552246,smollm/baseline,8192,8192,128,0.41,2.8864192962646484,,17.928997039794922,
410,20499590,0.925114631652832,smollm/baseline,8192,8192,128,0.411,2.8931119441986084,,18.04939079284668,
411,20549589,0.968700647354126,smollm/baseline,8192,8192,128,0.412,2.995332717895508,,19.99201011657715,
412,20599588,0.9731383323669434,smollm/baseline,8192,8192,128,0.413,2.995349168777466,,19.992340087890625,
413,20649587,0.954033613204956,smollm/baseline,8192,8192,128,0.414,2.8217341899871826,,16.80596923828125,
414,20699586,1.0522735118865967,smollm/baseline,8192,8192,128,0.415,2.8029091358184814,,16.492555618286133,
415,20749585,1.0518722534179688,smollm/baseline,8192,8192,128,0.416,2.9571945667266846,,19.243907928466797,
416,20799584,1.0296063423156738,smollm/baseline,8192,8192,128,0.417,2.9380974769592285,,18.879892349243164,
417,20849583,0.9796674251556396,smollm/baseline,8192,8192,128,0.418,2.893076181411743,,18.04874610900879,
418,20899582,0.9775996208190918,smollm/baseline,8192,8192,128,0.419,2.905632734298706,,18.276803970336914,
419,20949581,0.9622745513916016,smollm/baseline,8192,8192,128,0.42,2.919581413269043,,18.533527374267578,
420,20999580,0.9548139572143555,smollm/baseline,8192,8192,128,0.421,2.906615972518921,,18.294784545898438,
421,21049579,1.0331532955169678,smollm/baseline,8192,8192,128,0.422,3.019896984100342,,20.489181518554688,
422,21099578,0.9523065090179443,smollm/baseline,8192,8192,128,0.423,3.067591905593872,,21.490089416503906,
423,21149577,0.9548792839050293,smollm/baseline,8192,8192,128,0.424,2.876127243041992,,17.74541664123535,
424,21199576,0.9507243633270264,smollm/baseline,8192,8192,128,0.425,2.8941457271575928,,18.06805992126465,
425,21249575,0.9674267768859863,smollm/baseline,8192,8192,128,0.426,2.9193222522735596,,18.528724670410156,
426,21299574,0.9659194946289062,smollm/baseline,8192,8192,128,0.427,2.847177028656006,,17.23904800415039,
427,21349573,0.9576513767242432,smollm/baseline,8192,8192,128,0.428,2.8558032512664795,,17.388399124145508,
428,21399572,0.9581644535064697,smollm/baseline,8192,8192,128,0.429,2.92128849029541,,18.56519317626953,
429,21449571,1.0035617351531982,smollm/baseline,8192,8192,128,0.43,3.008262872695923,,20.25218963623047,
430,21499570,1.018683671951294,smollm/baseline,8192,8192,128,0.431,2.91294264793396,,18.41089630126953,
431,21549569,0.9618449211120605,smollm/baseline,8192,8192,128,0.432,2.8600049018859863,,17.461612701416016,
432,21599568,0.9671058654785156,smollm/baseline,8192,8192,128,0.433,2.8700594902038574,,17.6380672454834,
433,21649567,0.9523160457611084,smollm/baseline,8192,8192,128,0.434,2.8851864337921143,,17.906906127929688,
434,21699566,0.9662418365478516,smollm/baseline,8192,8192,128,0.435,2.8481979370117188,,17.256656646728516,
435,21749565,0.9429798126220703,smollm/baseline,8192,8192,128,0.436,2.8283705711364746,,16.917871475219727,
436,21799564,0.933884859085083,smollm/baseline,8192,8192,128,0.437,2.7257683277130127,,15.26814079284668,
437,21849563,0.9371762275695801,smollm/baseline,8192,8192,128,0.438,2.710970401763916,,15.043867111206055,
438,21899562,0.9746949672698975,smollm/baseline,8192,8192,128,0.439,2.8962759971618652,,18.106590270996094,
439,21949561,0.9917759895324707,smollm/baseline,8192,8192,128,0.44,2.895747661590576,,18.097026824951172,
440,21999560,0.9572849273681641,smollm/baseline,8192,8192,128,0.441,2.909045696258545,,18.33928871154785,
441,22049559,0.9984955787658691,smollm/baseline,8192,8192,128,0.442,2.974147081375122,,19.572921752929688,
442,22099558,0.9599514007568359,smollm/baseline,8192,8192,128,0.443,2.9565393924713135,,19.231304168701172,
443,22149557,0.9608230590820312,smollm/baseline,8192,8192,128,0.444,2.9162614345550537,,18.47209930419922,
444,22199556,1.0053963661193848,smollm/baseline,8192,8192,128,0.445,2.8903074264526367,,17.998842239379883,
445,22249555,1.0716803073883057,smollm/baseline,8192,8192,128,0.446,2.882608652114868,,17.86080551147461,
446,22299554,0.9271631240844727,smollm/baseline,8192,8192,128,0.447,2.936645984649658,,18.852508544921875,
447,22349553,0.9532458782196045,smollm/baseline,8192,8192,128,0.448,2.9577794075012207,,19.25516700744629,
448,22399552,0.9644455909729004,smollm/baseline,8192,8192,128,0.449,2.9521918296813965,,19.147876739501953,
449,22449551,0.9673404693603516,smollm/baseline,8192,8192,128,0.45,2.8244118690490723,,16.851032257080078,
450,22499550,5.408818006515503,smollm/baseline,8192,8192,128,0.451,,2.8765625,,17.753143310546875
450,22499550,6.497461557388306,smollm/baseline,8192,8192,128,0.451,2.679946184158325,,14.584308624267578,
451,22549549,0.9476432800292969,smollm/baseline,8192,8192,128,0.452,2.7337920665740967,,15.391140937805176,
452,22599548,0.9552614688873291,smollm/baseline,8192,8192,128,0.453,2.8326587677001953,,16.99057388305664,
453,22649547,0.965862512588501,smollm/baseline,8192,8192,128,0.454,2.8475778102874756,,17.24595832824707,
454,22699546,0.9939239025115967,smollm/baseline,8192,8192,128,0.455,2.9149436950683594,,18.447772979736328,
455,22749545,0.9656357765197754,smollm/baseline,8192,8192,128,0.456,2.863558530807495,,17.523775100708008,
456,22799544,1.0361559391021729,smollm/baseline,8192,8192,128,0.457,2.799985647201538,,16.44441032409668,
457,22849543,0.9509232044219971,smollm/baseline,8192,8192,128,0.458,2.9206221103668213,,18.552825927734375,
458,22899542,0.9542863368988037,smollm/baseline,8192,8192,128,0.459,2.9047796726226807,,18.261219024658203,
459,22949541,0.9799156188964844,smollm/baseline,8192,8192,128,0.46,2.7929847240448,,16.329687118530273,
460,22999540,0.9965384006500244,smollm/baseline,8192,8192,128,0.461,2.858558416366577,,17.436372756958008,
461,23049539,0.9778668880462646,smollm/baseline,8192,8192,128,0.462,2.8781838417053223,,17.78194808959961,
462,23099538,0.9867315292358398,smollm/baseline,8192,8192,128,0.463,2.899949550628662,,18.173229217529297,
463,23149537,1.0395607948303223,smollm/baseline,8192,8192,128,0.464,2.8684308528900146,,17.609365463256836,
464,23199536,0.9573795795440674,smollm/baseline,8192,8192,128,0.465,2.796985626220703,,16.395151138305664,
465,23249535,0.9752383232116699,smollm/baseline,8192,8192,128,0.466,2.8804900646209717,,17.82300567626953,
466,23299534,0.9831991195678711,smollm/baseline,8192,8192,128,0.467,2.7541279792785645,,15.707337379455566,
467,23349533,1.005270004272461,smollm/baseline,8192,8192,128,0.468,2.7715957164764404,,15.984119415283203,
468,23399532,0.9567246437072754,smollm/baseline,8192,8192,128,0.469,2.995870590209961,,20.002765655517578,
469,23449531,0.9467544555664062,smollm/baseline,8192,8192,128,0.47,2.8590612411499023,,17.44514274597168,
470,23499530,0.9571025371551514,smollm/baseline,8192,8192,128,0.471,2.8728854656219482,,17.6879825592041,
471,23549529,0.9689414501190186,smollm/baseline,8192,8192,128,0.472,3.0303831100463867,,20.705163955688477,
472,23599528,1.0250155925750732,smollm/baseline,8192,8192,128,0.473,2.964313268661499,,19.381389617919922,
473,23649527,1.0081160068511963,smollm/baseline,8192,8192,128,0.474,2.9453721046447754,,19.017738342285156,
474,23699526,0.989290714263916,smollm/baseline,8192,8192,128,0.475,2.9612176418304443,,19.321483612060547,
475,23749525,1.1256189346313477,smollm/baseline,8192,8192,128,0.476,3.0959889888763428,,22.109092712402344,
476,23799524,1.0797698497772217,smollm/baseline,8192,8192,128,0.477,2.971275568008423,,19.51679801940918,
477,23849523,0.9505946636199951,smollm/baseline,8192,8192,128,0.478,2.8665945529937744,,17.577058792114258,
478,23899522,0.9595544338226318,smollm/baseline,8192,8192,128,0.479,2.9690678119659424,,19.473758697509766,
479,23949521,0.9369418621063232,smollm/baseline,8192,8192,128,0.48,2.974256992340088,,19.5750732421875,
480,23999520,0.937598705291748,smollm/baseline,8192,8192,128,0.481,3.04252552986145,,20.958106994628906,
481,24049519,1.0019941329956055,smollm/baseline,8192,8192,128,0.482,2.940134048461914,,18.91838264465332,
482,24099518,1.0730385780334473,smollm/baseline,8192,8192,128,0.483,2.8496744632720947,,17.282154083251953,
483,24149517,0.9540970325469971,smollm/baseline,8192,8192,128,0.484,2.9569287300109863,,19.238794326782227,
484,24199516,0.9976296424865723,smollm/baseline,8192,8192,128,0.485,2.975351095199585,,19.59650230407715,
485,24249515,0.9772963523864746,smollm/baseline,8192,8192,128,0.486,2.7936668395996094,,16.340829849243164,
486,24299514,1.074091911315918,smollm/baseline,8192,8192,128,0.487,2.871426820755005,,17.662200927734375,
487,24349513,1.021921157836914,smollm/baseline,8192,8192,128,0.488,2.990257978439331,,19.89081382751465,
488,24399512,0.9951076507568359,smollm/baseline,8192,8192,128,0.489,2.966660976409912,,19.426944732666016,
489,24449511,0.9735448360443115,smollm/baseline,8192,8192,128,0.49,2.9733219146728516,,19.556777954101562,
490,24499510,1.0461132526397705,smollm/baseline,8192,8192,128,0.491,3.0082180500030518,,20.25128173828125,
491,24549509,0.9711201190948486,smollm/baseline,8192,8192,128,0.492,2.886284351348877,,17.926576614379883,
492,24599508,0.9680304527282715,smollm/baseline,8192,8192,128,0.493,2.9396474361419678,,18.909177780151367,
493,24649507,0.9643640518188477,smollm/baseline,8192,8192,128,0.494,3.0213863849639893,,20.51972007751465,
494,24699506,0.9586474895477295,smollm/baseline,8192,8192,128,0.495,2.951589584350586,,19.136348724365234,
495,24749505,0.9941747188568115,smollm/baseline,8192,8192,128,0.496,2.9845590591430664,,19.77777862548828,
496,24799504,1.1575920581817627,smollm/baseline,8192,8192,128,0.497,3.1431117057800293,,23.175870895385742,
497,24849503,1.1598172187805176,smollm/baseline,8192,8192,128,0.498,3.0799918174743652,,21.758224487304688,
498,24899502,0.9426076412200928,smollm/baseline,8192,8192,128,0.499,2.871333599090576,,17.660554885864258,
499,24949501,0.9344208240509033,smollm/baseline,8192,8192,128,0.5,2.8094093799591064,,16.60011100769043,
500,24999500,5.395328044891357,smollm/baseline,8192,8192,128,0.501,,2.8765625,,17.753143310546875
500,24999500,6.416820526123047,smollm/baseline,8192,8192,128,0.501,2.7444887161254883,,15.556657791137695,
501,25049499,0.9375061988830566,smollm/baseline,8192,8192,128,0.502,2.842095375061035,,17.15166664123535,
502,25099498,0.9568672180175781,smollm/baseline,8192,8192,128,0.503,2.9935967922210693,,19.95733642578125,
503,25149497,0.9590060710906982,smollm/baseline,8192,8192,128,0.504,2.943722724914551,,18.98639678955078,
504,25199496,1.082890272140503,smollm/baseline,8192,8192,128,0.505,2.8339476585388184,,17.012487411499023,
505,25249495,1.134186029434204,smollm/baseline,8192,8192,128,0.506,2.92069673538208,,18.554210662841797,
506,25299494,0.9647216796875,smollm/baseline,8192,8192,128,0.507,2.9437096118927,,18.986146926879883,
507,25349493,0.9788928031921387,smollm/baseline,8192,8192,128,0.508,2.8431825637817383,,17.170324325561523,
508,25399492,0.9514625072479248,smollm/baseline,8192,8192,128,0.509,2.8245527744293213,,16.85340690612793,
509,25449491,0.9887621402740479,smollm/baseline,8192,8192,128,0.51,2.8548548221588135,,17.371915817260742,
510,25499490,0.968468427658081,smollm/baseline,8192,8192,128,0.511,2.92130184173584,,18.565441131591797,
